"새주소","지번주소","좌표정보","좌표정보","테마코드","콘텐츠 코드","언어셋(KOR : 국문, ENG : 영문, JP : 일문, CHA : 중문-간체, CHB : 중문-번체)","콘텐츠 명","시도명(텍스트)","구명","동명","산지여부","주 번지","부 번지","기타주소","전화번호","상세정보 값 1","상세정보 값 2","상세정보 값 3","상세정보 값 4","상세정보 값 5","상세정보 값 6","상세정보 값 7","상세정보 값 8","상세정보 값 9","상세정보 값 10","상세정보 값 11","상세정보 값 12","상세정보 값 13","상세정보 값 14","상세정보 값 15","상세정보 값 16","상세정보 값 17","상세정보 값 18","상세정보 값 19","상세정보 값 20","상세정보 이름 1","상세정보 이름 2","상세정보 이름 3","상세정보 이름 4","상세정보 이름 5","상세정보 이름 6","상세정보 이름 7","상세정보 이름 8","상세정보 이름 9","상세정보 이름 10","상세정보 이름 11","상세정보 이름 12","상세정보 이름 13","상세정보 이름 14","상세정보 이름 15","상세정보 이름 16","상세정보 이름 17","상세정보 이름 18","상세정보 이름 19","상세정보 이름 20","좌표데이터","좌표 타입 (1:Point 3:Polyline 4:MultiPolyline 5:Polygon 6:MultiPolygon 8:multiPoint)","선 두께 1~10","테마 선 색상","키워드","등록일","수정일"
"서울특별시 성동구 장터1길 18","서울특별시 성동구 금호동3가 1266","127.018530400","37.549271700","100008","WF152214","KOR","성동청소년 문화의집","서울특별시","성동구","","","","","","","장터1길 18","문화시설","미래부(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:25.0","2018-06-14 14:09:25.0"
"서울특별시 성동구 무수막길 69","서울특별시 성동구 금호동2가 511","127.019875100","37.552706800","100008","WF152218","KOR","열린금호교육문화원","서울특별시","성동구","","","","","","","무수막길 69","복지시설","미래부(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:25.0","2018-06-14 14:09:25.0"
"서울특별시 성북구 성북로31길 5-15","서울특별시 성북구 성북동 226-25","126.990677800","37.594214000","100008","WF152222","KOR","대성사 앞","서울특별시","성북구","","","","","","","226-25","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:53.0","2018-06-14 14:10:53.0"
"서울특별시 성북구 성북로 132-1","서울특별시 성북구 성북동 240-1","126.995033400","37.594431200","100008","WF152224","KOR","덕수교회 앞","서울특별시","성북구","","","","","","","243-15","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:53.0","2018-06-14 14:10:53.0"
"서울특별시 성북구 성북로 134","서울특별시 성북구 성북동 246","126.994881900","37.594834000","100008","WF152226","KOR","성북구립미술관 앞","서울특별시","성북구","","","","","","","246","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:53.0","2018-06-14 14:10:53.0"
"서울특별시 성북구 삼선교로 20","서울특별시 성북구 삼선동1가 63-1","127.008040000","37.587478400","100008","WF152228","KOR","성북천변 #1-1","서울특별시","성북구","","","","","","","63-1(한성대입구역 치수CCTV POLE)","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:53.0","2018-06-14 14:10:53.0"
"서울특별시 성북구 보문로32길 14","서울특별시 성북구 삼선동5가 309-1","127.017485000","37.589498000","100008","WF152230","KOR","성북천변 #2-1","서울특별시","성북구","","","","","","","401(성북천124 치수CCTV POLE)","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:53.0","2018-06-14 14:10:53.0"
"서울특별시 성북구 인촌로5길 21","서울특별시 성북구 보문동1가 88-2","127.020400000","37.586820000","100008","WF152232","KOR","성북천변 #3","서울특별시","성북구","","","","","","","32143","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:53.0","2018-06-14 14:10:53.0"
"서울특별시 성북구 인촌로11길 19-12","서울특별시 성북구 안암동2가 24","127.021173000","37.587080000","100008","WF152233","KOR","성북천변 #4","서울특별시","성북구","","","","","","","105-7(성북천89)","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:53.0","2018-06-14 14:10:53.0"
"서울특별시 성북구 성북로 102","서울특별시 성북구 성북동 68-4","126.997580800","37.593062600","100008","WF152234","KOR","성북파출소앞","서울특별시","성북구","","","","","","","24929","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:53.0","2018-06-14 14:10:53.0"
"서울특별시 성북구 선잠로2길 5","서울특별시 성북구 성북동 43-2","126.999044200","37.594802700","100008","WF152236","KOR","작은형제회앞","서울특별시","성북구","","","","","","","15738","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:53.0","2018-06-14 14:10:53.0"
"서울특별시 성북구 화랑로18가길 30","서울특별시 성북구 상월곡동 24-228","127.048399600","37.605207000","100008","WF152238","KOR","햇살어린이공원","서울특별시","성북구","","","","","","","24-228","공원","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:54.0","2018-06-14 14:10:54.0"
"서울특별시 성북구 동소문로 248","서울특별시 성북구 길음동 1276-2","127.024707800","37.602991200","100008","WF152239","KOR","길음어울림마당 3번출구","서울특별시","성북구","","","","","","","1276-2 길음역3번출구","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:55.0","2018-06-14 14:07:55.0"
"서울특별시 성북구 동소문로 248","서울특별시 성북구 길음동 1276-2","127.025144200","37.603959600","100008","WF152241","KOR","길음어울림마당 5번출구","서울특별시","성북구","","","","","","","1276-2 길음역5번출구","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:55.0","2018-06-14 14:07:55.0"
"서울특별시 성북구 정릉로 202","서울특별시 성북구 정릉동 86-2","127.006634000","37.604664900","100008","WF152243","KOR","동네뒷산공원","서울특별시","성북구","","","","","","","산87-102 CCTV45번","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:55.0","2018-06-14 14:07:55.0"
"서울특별시 성북구 북악산로 949-60","서울특별시 성북구 안암동5가 1-55","127.026203100","37.596208400","100008","WF152245","KOR","범바위어린이공원","서울특별시","성북구","","","","","","","140-3","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:55.0","2018-06-14 14:07:55.0"
"서울특별시 성북구 장위로46길 57","서울특별시 성북구 장위동 63-17","127.056107900","37.612751600","100008","WF152247","KOR","어울쉼터","서울특별시","성북구","","","","","","","장위동63-1( CCTV49번)","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:55.0","2018-06-14 14:07:55.0"
"","서울특별시 성북구 상월곡동 1-1","127.043778900","37.609778200","100008","WF152248","KOR","오동근린공원팔각정-1","서울특별시","성북구","","","","","","","산1-47(애기능터 팔각정앞 CCTV48번)","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:55.0","2018-06-14 14:07:55.0"
"서울특별시 성북구 장위로51길 5","서울특별시 성북구 장위동 118-1","127.055223800","37.616437100","100008","WF152250","KOR","향기어린이공원","서울특별시","성북구","","","","","","","산 1-1방범 C0069번","공원","서울시(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:55.0","2018-06-14 14:07:55.0"
"서울특별시 성북구 보문로 120-2","서울특별시 성북구 보문동1가 127-7","127.019164900","37.585838800","100008","WF152252","KOR","안암동주민센터","서울특별시","성북구","","","","","","","안암동주민센터2층","주민센터","성북구","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:59.0","2018-06-14 14:09:59.0"
"서울특별시 성북구 동소문로 260","서울특별시 성북구 하월곡동 104-112","127.025844400","37.604223700","100008","WF152260","KOR","길음환승주차장","서울특별시","성북구","","","","","","","하월곡동 104-112","문화시설","미래부(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:26.0","2018-06-14 14:09:26.0"
"서울특별시 성북구 정릉로 394","서울특별시 성북구 돈암동 1-1","127.026368000","37.603423500","100008","WF152261","KOR","돈암1동 주민센터","서울특별시","성북구","","","","","","","정릉로 394","주민센터","미래부(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:26.0","2018-06-14 14:09:26.0"
"서울특별시 성북구 흥천사길 7","서울특별시 성북구 돈암동 600","127.010539000","37.598017000","100008","WF152263","KOR","돈암2동 주민센터","서울특별시","성북구","","","","","","","흥천사길 7","주민센터","미래부(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:26.0","2018-06-14 14:09:26.0"
"서울특별시 성북구 동소문로18길 20","서울특별시 성북구 동소문동5가 59-21","127.015967100","37.591476800","100008","WF152266","KOR","돈암제일시장","서울특별시","성북구","","","","","","","동소문로18길 20","전통시장","미래부(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:26.0","2018-06-14 14:09:26.0"
"서울특별시 성북구 동소문로26길 27","서울특별시 성북구 동선동3가 130-7","127.020420300","37.593984600","100008","WF152267","KOR","동선동 주민센터","서울특별시","성북구","","","","","","","동소문소26길 27","주민센터","미래부(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:26.0","2018-06-14 14:09:26.0"
"서울특별시 성북구 화랑로 63","서울특별시 성북구 하월곡동 46-1","127.039546600","37.602717000","100008","WF152270","KOR","성북구보건소","서울특별시","성북구","","","","","","","화랑로 63","보건시설","미래부(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:26.0","2018-06-14 14:09:26.0"
"서울특별시 성북구 안암로3길 35","서울특별시 성북구 보문동7가 108-1","127.022813800","37.580379600","100008","WF152278","KOR","보문동 주민센터","서울특별시","성북구","","","","","","","안암로3길 35","주민센터","미래부(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:26.0","2018-06-14 14:09:26.0"
"서울특별시 성북구 보문로 190","서울특별시 성북구 삼선동4가 349-1","127.014647300","37.590859600","100008","WF152282","KOR","삼선동 주민센터","서울특별시","성북구","","","","","","","보문로 190","주민센터","미래부(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:26.0","2018-06-14 14:09:26.0"
"서울특별시 성북구 화랑로 296","서울특별시 성북구 석관동 384-3","127.061434300","37.612985700","100008","WF152285","KOR","석관동 주민센터","서울특별시","성북구","","","","","","","화랑로 296","주민센터","미래부(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:26.0","2018-06-14 14:09:26.0"
"서울특별시 성북구 회기로3길 17","서울특별시 성북구 종암동 28-358","127.037088500","37.592247900","100008","WF152290","KOR","성북예술창작센터","서울특별시","성북구","","","","","","","종암동 28-358","문화시설","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:26.0","2018-06-14 14:09:26.0"
"서울특별시 성북구 화랑로 152","서울특별시 성북구 상월곡동 97-22","127.047881100","37.605784800","100008","WF152291","KOR","월곡2동 주민센터","서울특별시","성북구","","","","","","","화랑로 152","주민센터","미래부(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:26.0","2018-06-14 14:09:26.0"
"서울특별시 성북구 돌곶이로27길 12","서울특별시 성북구 장위동 69-54","127.054516400","37.612393100","100008","WF152295","KOR","장위2동 주민센터","서울특별시","성북구","","","","","","","돌곶이로27길 12","주민센터","미래부(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:26.0","2018-06-14 14:09:26.0"
"서울특별시 성북구 한천로 657","서울특별시 성북구 장위동 117-5","127.056638200","37.616580900","100008","WF152299","KOR","장위3동 주민센터","서울특별시","성북구","","","","","","","한천로 657","주민센터","미래부(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:26.0","2018-06-14 14:09:26.0"
"서울특별시 성북구 솔샘로1길 6-3","서울특별시 성북구 정릉동 673-3","127.004190500","37.608959900","100008","WF152303","KOR","정릉1동 주민센터","서울특별시","성북구","","","","","","","솔샘로1길 6-3","주민센터","미래부(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:26.0","2018-06-14 14:09:26.0"
"서울특별시 성북구 정릉로38마길 33","서울특별시 성북구 정릉동 1020","127.016659100","37.601439500","100008","WF152306","KOR","정릉3동 주민센터","서울특별시","성북구","","","","","","","정릉로38마길 33","주민센터","미래부(LGU+)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:26.0","2018-06-14 14:09:26.0"
"서울특별시 성북구 보국문로 106-1","서울특별시 성북구 정릉동 293-6","127.007015200","37.613382000","100008","WF152309","KOR","정릉4동 주민센터","서울특별시","성북구","","","","","","","보국문로 106-1","주민센터","미래부(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:27.0","2018-06-14 14:09:27.0"
"서울특별시 성북구 장월로 89-6","서울특별시 성북구 장위동 238-186","127.048469000","37.614059400","100008","WF152313","KOR","청소년공부방","서울특별시","성북구","","","","","","","장위동 238-186","복지시설","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:27.0","2018-06-14 14:09:27.0"
"서울특별시 송파구 오금로11길 16","서울특별시 송파구 방이동 95-4","127.109148000","37.514712000","100008","WF152314","KOR","방이동 먹자골목","서울특별시","송파구","","","","","","","방이동 64-5번지 사거리 앞 CCTV전주시설_안테나 서쪽 입구방향","주요거리","LGU+","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:54.0","2018-06-14 14:10:54.0"
"서울특별시 송파구 올림픽로 424","서울특별시 송파구 방이동 88","127.115520000","37.520362600","100008","WF152316","KOR","올림픽공원 만남의광장","서울특별시","송파구","","","","","","","88-2 국민체력센터 건물옥상","광장","KT","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:10:54.0","2018-06-14 14:10:54.0"
"서울특별시 송파구 오금로 219","서울특별시 송파구 방이동 125","127.118278000","37.507804000","100008","WF152322","KOR","방이동고분공원","서울특별시","송파구","","","","","","","125 CCTV (공원관리소옆 폴대)","공원","서울시(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:56.0","2018-06-14 14:07:56.0"
"서울특별시 송파구 가락로5길 23","서울특별시 송파구 석촌동 248","127.101569000","37.501444000","100008","WF152324","KOR","석촌고분공원","서울특별시","송파구","","","","","","","248 CCTV (관리소 좌측벽면)","공원","서울시(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:56.0","2018-06-14 14:07:56.0"
"서울특별시 송파구 백제고분로 495","서울특별시 송파구 방이동 52-3","127.114444000","37.514552000","100008","WF152326","KOR","송파방이공원","서울특별시","송파구","","","","","","","52-3 (방이2동 주민센터 옥상)","공원","서울시(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:56.0","2018-06-14 14:07:56.0"
"서울특별시 송파구 올림픽로 435","서울특별시 송파구 신천동 20-1","127.109672000","37.519744000","100008","WF152328","KOR","온조마루근린공원","서울특별시","송파구","","","","","","","20-1 CCTV","공원","서울시(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:56.0","2018-06-14 14:07:56.0"
"서울특별시 송파구 바람드리12길 22-1","서울특별시 송파구 풍납동 136","127.117310000","37.536138000","100008","WF152330","KOR","풍납토성 경당역사공원-1","서울특별시","송파구","","","","","","","136 CCTV","공원","서울시(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:56.0","2018-06-14 14:07:56.0"
"서울특별시 송파구 풍성로5길 6","서울특별시 송파구 풍납동 199-10","127.114842000","37.535500000","100008","WF152332","KOR","풍납토성 미래마을 역사문화공원#1-1","서울특별시","송파구","","","","","","","197 (관리소 앞 4번 CCTV)","공원","서울시(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:56.0","2018-06-14 14:07:56.0"
"","서울특별시 송파구 풍납동 199-4","127.114333000","37.535797800","100008","WF152334","KOR","풍납토성 미래마을 역사문화공원#2-1","서울특별시","송파구","","","","","","","197 (공원내 6번 CCTV)","공원","서울시(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:56.0","2018-06-14 14:07:56.0"
"","서울특별시 송파구 풍납동 197-1","127.113779000","37.536086600","100008","WF152336","KOR","풍납토성 미래마을 역사문화공원#3-1","서울특별시","송파구","","","","","","","197 (공원내 놀이터앞 CCTV)","공원","서울시(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:07:56.0","2018-06-14 14:07:56.0"
"서울특별시 송파구 중대로20길 6","서울특별시 송파구 가락동 154","127.126671100","37.498705000","100008","WF152338","KOR","가락2동 주민센터","서울특별시","송파구","","","","","","","중대로20길 6","주민센터","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:27.0","2018-06-14 14:09:27.0"
"서울특별시 송파구 송파대로28길 39","서울특별시 송파구 가락동 77-3","127.121731800","37.495546300","100008","WF152343","KOR","가락본동 주민센터","서울특별시","송파구","","","","","","","송파대로28길 39","주민센터","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:27.0","2018-06-14 14:09:27.0"
"서울특별시 송파구 마천로 303","서울특별시 송파구 마천동 128-10","127.149971900","37.496019100","100008","WF152346","KOR","마천1동 주민센터","서울특별시","송파구","","","","","","","마천로 303","주민센터","미래부(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:27.0","2018-06-14 14:09:27.0"
"서울특별시 송파구 마천로 287","서울특별시 송파구 마천동 127-1","127.148518900","37.496847600","100008","WF152351","KOR","마천2동 주민센터","서울특별시","송파구","","","","","","","마천로 287","주민센터","미래부(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:27.0","2018-06-14 14:09:27.0"
"서울특별시 송파구 동남로 116","서울특별시 송파구 문정동 29-21","127.124172100","37.490098100","100008","WF152356","KOR","문정1동 주민센터","서울특별시","송파구","","","","","","","동남로 116","주민센터","미래부(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:27.0","2018-06-14 14:09:27.0"
"서울특별시 송파구 중대로 16","서울특별시 송파구 문정동 150-38","127.110810800","37.489823200","100008","WF152360","KOR","문정2동 주민센터","서울특별시","송파구","","","","","","","중대로 16","주민센터","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:27.0","2018-06-14 14:09:27.0"
"서울특별시 송파구 백제고분로 495","서울특별시 송파구 방이동 52-3","127.114425500","37.514566600","100008","WF152364","KOR","방이2동 주민센터","서울특별시","송파구","","","","","","","백제고분로 495","주민센터","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:27.0","2018-06-14 14:09:27.0"
"서울특별시 송파구 백제고분로 236","서울특별시 송파구 삼전동 62","127.092535400","37.502714100","100008","WF152367","KOR","삼전동 주민센터","서울특별시","송파구","","","","","","","백제고분로 236","주민센터","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:27.0","2018-06-14 14:09:27.0"
"서울특별시 송파구 백제고분로37길 16","서울특별시 송파구 석촌동 265","127.103678300","37.503598400","100008","WF152372","KOR","석촌동 주민센터","서울특별시","송파구","","","","","","","백제고분로37길 16","주민센터","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:27.0","2018-06-14 14:09:27.0"
"","서울특별시 송파구 잠실동 47","127.100583000","37.507713100","100008","WF152378","KOR","석촌호수","서울특별시","송파구","","","","","","","잠실동 47","공원","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:27.0","2018-06-14 14:09:27.0"
"서울특별시 송파구 백제고분로 392","서울특별시 송파구 송파동 113-1","127.109314600","37.506247400","100008","WF152379","KOR","송파1동 주민센터","서울특별시","송파구","","","","","","","백제고분로 392","주민센터","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:27.0","2018-06-14 14:09:27.0"
"서울특별시 송파구 송이로 32","서울특별시 송파구 송파동 173","127.116764900","37.502316600","100008","WF152381","KOR","송파2동 주민센터","서울특별시","송파구","","","","","","","송이로 32","주민센터","미래부(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:27.0","2018-06-14 14:09:27.0"
"서울특별시 송파구 잠실로 180","서울특별시 송파구 신천동 32","127.104099500","37.511880600","100008","WF152385","KOR","송파관광정보센터","서울특별시","송파구","","","","","","","신천동 332","관광","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:27.0","2018-06-14 14:09:27.0"
"서울특별시 송파구 백제고분로 242","서울특별시 송파구 삼전동 62-2","127.093211700","37.502137800","100008","WF152386","KOR","송파구민회관","서울특별시","송파구","","","","","","","백제고분로 242","문화시설","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:27.0","2018-06-14 14:09:27.0"
"서울특별시 송파구 중대로25길 5","서울특별시 송파구 오금동 50-1","127.128149700","37.503052500","100008","WF152395","KOR","오금동 주민센터","서울특별시","송파구","","","","","","","중대로25길 5","주민센터","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:27.0","2018-06-14 14:09:27.0"
"서울특별시 송파구 양재대로 1232","서울특별시 송파구 방이동 89-10","127.134299500","37.515424800","100008","WF152398","KOR","오륜동 주민센터","서울특별시","송파구","","","","","","","양재대로 1232","주민센터","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:27.0","2018-06-14 14:09:27.0"
"서울특별시 송파구 위례광장로 163","서울특별시 송파구 장지동 419","127.141492100","37.479166100","100008","WF152399","KOR","위례동 주민센터","서울특별시","송파구","","","","","","","위례광장로 163","주민센터","미래부(SKT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:27.0","2018-06-14 14:09:27.0"
"서울특별시 송파구 올림픽로 159","서울특별시 송파구 잠실동 22-7","127.088558800","37.511949200","100008","WF152401","KOR","잠실2동 주민센터","서울특별시","송파구","","","","","","","올림픽로 159","주민센터","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:27.0","2018-06-14 14:09:27.0"
"서울특별시 송파구 잠실로 51-31","서울특별시 송파구 잠실동 27-4","127.094375300","37.513333100","100008","WF152404","KOR","잠실3동 주민센터","서울특별시","송파구","","","","","","","잠실로 51-31","주민센터","미래부(KT)","","","","","","","","","","","","","","","","","","위치안내","설치유형","설치기관","","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-06-14 14:09:27.0","2018-06-14 14:09:27.0"
